factor_name,factor_bucket,row_count,factor_mean,future_return_1d_mean,future_return_3d_mean,future_return_7d_mean,future_return_14d_mean,future_return_1d_median,future_return_3d_median,future_return_7d_median,future_return_14d_median,future_return_1d_win_rate,future_return_3d_win_rate,future_return_7d_win_rate,future_return_14d_win_rate
mom_7d,0,98,-0.0731774337104509,-0.007684456327191568,-0.024064336152980217,-0.061877138685828684,-0.12483197338408748,-0.008301525058854398,-0.024600015586948132,-0.06663514445528085,-0.12647932870386464,0.29591836734693877,0.16326530612244897,0.07142857142857142,0.02040816326530612
mom_7d,1,98,0.0031000405828290317,0.002661254637818491,0.009707375279834724,0.008763065758678738,0.0185863033112865,0.0012615586084328,0.004981628307991426,-0.0064806734274591715,-0.027456006269160727,0.5204081632653061,0.5306122448979592,0.47959183673469385,0.4489795918367347
mom_7d,2,98,0.05448726909786937,0.011906483481895543,0.03153354395543975,0.06979470196993949,0.12435201513697926,0.011499746703632074,0.02963552741003539,0.07543754922780799,0.14403303244051047,0.7244897959183674,0.8163265306122449,0.8979591836734694,0.8163265306122449
mom_7d,3,98,0.08130094970504612,0.008784907625328946,0.027583489036449325,0.06670199008317547,0.11703008273070346,0.008775820381977106,0.030022333085875985,0.06999282226349457,0.13152057396951355,0.7040816326530612,0.7857142857142857,0.8571428571428571,0.8673469387755102
mom_7d,4,98,0.12525711515934126,0.008564965909356988,0.026721783877752793,0.07087476495190731,0.14795942092475417,0.009825326044299976,0.021999015802442456,0.07302781883321063,0.15532991263488416,0.6224489795918368,0.8163265306122449,0.9081632653061225,0.9489795918367347
mom_14d,0,91,-0.12054802182823801,-0.008897972093584327,-0.02960259830228173,-0.07431505842990616,-0.14038095232891526,-0.008772430735456194,-0.02550253838093197,-0.06985808008402339,-0.14105793829272917,0.26373626373626374,0.06593406593406594,0.0,0.0
mom_14d,1,91,0.037028271288296014,0.0032266849198917986,0.01005372604792781,0.020136644067595234,0.02721761326912465,0.002339558738437164,0.006123292628703814,0.0005198713389882315,-0.025411443580946935,0.5494505494505495,0.5604395604395604,0.5054945054945055,0.45054945054945056
mom_14d,2,91,0.11718382158759903,0.007774860811433819,0.024525785012736563,0.050747758984280314,0.08359709494199019,0.005927714455043809,0.02982873230156491,0.06755578170280652,0.13751939312403816,0.6483516483516484,0.7032967032967034,0.7472527472527473,0.6703296703296703
mom_14d,3,91,0.15991139281747963,0.009665748530277577,0.02730818316149648,0.06322034913186399,0.10280993987282952,0.010764322795019599,0.026935491991656235,0.07261828128405101,0.11809843281902022,0.7142857142857143,0.8241758241758241,0.8901098901098901,0.8681318681318682
mom_14d,4,91,0.22310252148563656,0.010601238799172416,0.033126678769540036,0.076852033545934,0.15106278252986663,0.012270626663723139,0.03141872662594869,0.07254310920116835,0.14322224077456758,0.6263736263736264,0.8681318681318682,0.9340659340659341,0.967032967032967
mom_30d,0,75,-0.12485326218848741,-0.009457015274084987,-0.028781255859255457,-0.07371528901840022,-0.1369848953622161,-0.009955474762305294,-0.02669036768925337,-0.07006508003219192,-0.13547618203746248,0.26666666666666666,0.10666666666666667,0.013333333333333334,0.0
mom_30d,1,75,0.143497275919412,-0.0005731242707284334,-0.004323657984278137,-0.024694328230017968,-0.07526129042770852,-0.003576682076237514,-0.011557699497076412,-0.03682622433948213,-0.0954917658684531,0.4266666666666667,0.38666666666666666,0.26666666666666666,0.18666666666666668
mom_30d,2,75,0.27271466695382024,0.005489392728664833,0.019398297283019516,0.03554176659567307,0.05624134709352288,0.006550659001300696,0.02414858391845076,0.04827759593156089,0.0855181531374436,0.64,0.72,0.6933333333333334,0.6266666666666667
mom_30d,3,75,0.3248439603007188,0.009930542923714647,0.021611181296502486,0.05923058269465044,0.10773199435956698,0.009907622676744277,0.01634561200739637,0.06933758725309391,0.12376930132830988,0.6533333333333333,0.7066666666666667,0.8133333333333334,0.8133333333333334
mom_30d,4,75,0.42121125985416324,0.008439915212266265,0.02690656177367454,0.0590544968090988,0.10543890984901721,0.006590915894427729,0.026000842779317246,0.06260937638119635,0.11809843281902022,0.6133333333333333,0.7866666666666666,0.88,0.8933333333333333
mom_7d_skip_1d,0,97,-0.0725401932952548,-0.008095611160656503,-0.022745746406528367,-0.05947385754773473,-0.1175492918001125,-0.008526798679783676,-0.025291420412465238,-0.06309033399997788,-0.128369988168463,0.28865979381443296,0.17525773195876287,0.09278350515463918,0.041237113402061855
mom_7d_skip_1d,1,97,0.005172747437828763,0.005284582392691241,0.009916456545620025,0.007899899228794428,0.01786143906644233,0.006771859044022666,0.007063771241054395,-0.0063930218983014875,-0.03024683147734164,0.5876288659793815,0.5257731958762887,0.4845360824742268,0.4536082474226804
mom_7d_skip_1d,2,97,0.05546642283930652,0.009421533845735632,0.026645475616892955,0.06521553932043227,0.11404168437912565,0.008061133225655714,0.026935491991656235,0.07837039195950779,0.13665367327187905,0.7010309278350515,0.8041237113402062,0.865979381443299,0.7938144329896907
mom_7d_skip_1d,3,97,0.0816439386523732,0.0092858892639372,0.03012216933212472,0.06563616258929138,0.1131546427860133,0.01045074775283883,0.03097175709549349,0.07179543209082118,0.12541023335157897,0.6907216494845361,0.8041237113402062,0.845360824742268,0.845360824742268
mom_7d_skip_1d,4,97,0.12558083516340324,0.008485746227382419,0.027846261311524477,0.07294334037448846,0.14920121322659075,0.008133570649168531,0.022817881498540915,0.07254310920116835,0.16270536112755463,0.6082474226804123,0.8144329896907216,0.9072164948453608,0.9484536082474226
reversal_1d,0,104,-0.032940027224385375,0.011527391926744355,0.028781276501690028,0.061393306026719184,0.1265746615109597,0.01243671347804609,0.030873207410222037,0.06601380435001025,0.1422250656124301,0.7692307692307693,0.7980769230769231,0.8653846153846154,0.875
reversal_1d,1,104,-0.016404673485681077,0.006365801278253466,0.02041221168363581,0.04489824324593025,0.0919534738312394,0.007663791072380799,0.020470135133581535,0.05802055687122565,0.12135120489968254,0.625,0.7115384615384616,0.75,0.75
reversal_1d,2,104,-0.0049777036016875565,0.004525210165360531,0.016300210087872444,0.040631443958420214,0.07172266950044288,0.004155057282275942,0.021690489303904492,0.06531573126002876,0.1207740743434721,0.5673076923076923,0.6634615384615384,0.6923076923076923,0.6826923076923077
reversal_1d,3,104,0.006214887560675833,0.00359322744160883,0.008937781679468402,0.01862664621946933,0.025696646767678098,0.0004716817701569953,0.00467920190069071,0.01731579513547199,-0.013431091685650765,0.5,0.5480769230769231,0.5480769230769231,0.49038461538461536
reversal_1d,4,104,0.021649542436057007,-0.0005807748611424968,0.0007599021403045311,-0.002648577400683653,-0.007606961868497763,-0.002389666598069773,-0.00565464950945932,-0.012493890987174294,-0.07329906107717737,0.4230769230769231,0.4423076923076923,0.4326923076923077,0.41346153846153844
realized_vol_14d,0,98,0.01313163797095186,0.0016892854979986339,0.00788592251223328,0.00972765623106521,0.017019262877231846,0.0008737856655410825,0.004760088818316244,-0.002159345508511046,-0.028759761214132207,0.5102040816326531,0.5306122448979592,0.4897959183673469,0.4489795918367347
realized_vol_14d,1,98,0.016394910804210756,0.004241437981887995,0.006112613612064829,0.006639946941663349,-0.0024374401222940108,0.002521510041089803,0.005389015320928059,0.00341208793080805,-0.02403060712232913,0.5510204081632653,0.5204081632653061,0.5102040816326531,0.4489795918367347
realized_vol_14d,2,98,0.018158390015035573,0.00575115892396563,0.016581012271051573,0.03899837857461446,0.06988658046054294,0.005182172756894476,0.017600763056513147,0.04907023925255305,0.12677688821631494,0.5714285714285714,0.6020408163265306,0.6938775510204082,0.6530612244897959
realized_vol_14d,3,98,0.01965097077642764,0.00792716374897307,0.0244232542527836,0.05450956501292064,0.09389195692206945,0.007700009784137207,0.02534462857743003,0.07418211387625573,0.12846395450621617,0.6122448979591837,0.7142857142857143,0.7346938775510204,0.7346938775510204
realized_vol_14d,4,98,0.02186015023142899,0.004624109174383073,0.0164790533483631,0.044381837317608655,0.1047354885820857,0.005785080905428841,0.01636003681086773,0.06563675400658531,0.13938543918744428,0.6224489795918368,0.7448979591836735,0.7857142857142857,0.8163265306122449
momentum_vol_adj_7d,0,98,-4.480024889820854,-0.00799678061369126,-0.024538952572592882,-0.06318034065610259,-0.12640876305348064,-0.008258078355610432,-0.025092871646944737,-0.06663514445528085,-0.12987648010382558,0.2857142857142857,0.14285714285714285,0.061224489795918366,0.01020408163265306
momentum_vol_adj_7d,1,98,0.13998453542632272,0.003227480593477341,0.010394454620582867,0.013508295174403521,0.028979482545452247,0.0029808325190977536,0.008974290752301828,0.002523335085255929,-0.01445712629071444,0.5510204081632653,0.5510204081632653,0.5102040816326531,0.4897959183673469
momentum_vol_adj_7d,2,98,2.8640119768553864,0.009919580516693898,0.02893544706932546,0.06396401421698406,0.11672695039269064,0.010049428977773167,0.025779812275529723,0.07332621970475961,0.13309493510978698,0.6836734693877551,0.8061224489795918,0.8775510204081632,0.8163265306122449
momentum_vol_adj_7d,3,98,4.575307511989376,0.008978350852624706,0.02631298945894763,0.06686731554560006,0.11513684359993472,0.008808286485922023,0.025660916543625456,0.06862405814820705,0.134437120166365,0.7040816326530612,0.7857142857142857,0.8673469387755102,0.8367346938775511
momentum_vol_adj_7d,4,98,7.31877405653723,0.010104523978103713,0.030377917420233304,0.07309809979698725,0.14866133523503894,0.010314181018123314,0.03526059467675591,0.07456962533046885,0.155518931631639,0.6428571428571429,0.826530612244898,0.8979591836734694,0.9489795918367347
total_vol_z,0,96,-1.6205510942240398,0.005463682714557035,0.015661582815651682,0.02954630756057205,0.06316005754245209,0.005953023798803803,0.01948716396907013,0.053107938132081034,0.12226309793191525,0.625,0.6875,0.6666666666666666,0.625
total_vol_z,1,96,-0.7862792158509943,0.005195730946436529,0.015105062087418422,0.02927451841447921,0.043551734944395674,0.004572419976551778,0.011235383657252185,0.044180917040223755,0.08462372346080738,0.59375,0.5729166666666666,0.6145833333333334,0.5729166666666666
total_vol_z,2,96,0.06211752777192678,0.004092326874124498,0.01279921388532527,0.03191215546402815,0.056734795058300445,0.004233494338331312,0.011425333275579375,0.04494729984789492,0.080478618497685,0.5520833333333334,0.6145833333333334,0.6770833333333334,0.6458333333333334
total_vol_z,3,96,0.7216854806341685,0.00367497685922253,0.009747323455678738,0.02013615900382019,0.034194397509759576,0.0028455091918506703,0.009644704249433422,0.04363035177909691,0.07329216446485887,0.5520833333333334,0.5729166666666666,0.5625,0.5729166666666666
total_vol_z,4,96,1.6624505369706093,0.006232320418010191,0.018048911969564634,0.039230225856835665,0.0712951856722323,0.005479139672302513,0.023033090500505393,0.05823999841269056,0.10871064330495372,0.5520833333333334,0.6666666666666666,0.65625,0.6458333333333334
cex_vol_growth_7d,0,92,-0.3680152333186744,0.004319004861583467,0.010819729349563476,0.020274200036213462,0.054624989549802765,0.002766187728806657,0.016248642712117012,0.04660476286455861,0.12231823912302264,0.5760869565217391,0.5760869565217391,0.6304347826086957,0.6195652173913043
cex_vol_growth_7d,1,92,-0.1584181991326308,0.0033758709303066355,0.011851151432520511,0.030771799713113925,0.04055185422925568,0.0035804252736485465,0.009306956251192489,0.045490571330257246,0.08492376194013818,0.532608695652174,0.6304347826086957,0.6630434782608695,0.5978260869565217
cex_vol_growth_7d,2,92,0.0009178350503735517,0.005275584722007982,0.015100034563653584,0.035308096921907416,0.03614256423781153,0.005057382870933269,0.013288938617791568,0.04912144877675961,0.05525287484714847,0.6086956521739131,0.5869565217391305,0.6086956521739131,0.5760869565217391
cex_vol_growth_7d,3,92,0.14599746086678145,0.005281665882265166,0.013871122190143106,0.018708650214672898,0.04245796796620663,0.004971763097829762,0.01031922567693433,0.038938068082633226,0.05087705003362741,0.5652173913043478,0.6086956521739131,0.5543478260869565,0.532608695652174
cex_vol_growth_7d,4,92,0.4148898490720955,0.004886784101219943,0.014366706471266586,0.0350313350876127,0.06005583766470629,0.0037980877330562324,0.0187539585622557,0.04326945161125606,0.0975495775440407,0.5434782608695652,0.6304347826086957,0.6413043478260869,0.6521739130434783
dex_vol_growth_7d,0,92,-0.49933167411246826,0.0023213756306303124,0.006160047980664233,0.015923186646795214,0.03579892373944294,0.0016628589250624604,0.009035334836277609,0.04331350119805222,0.10471022879056902,0.5543478260869565,0.5760869565217391,0.6086956521739131,0.5652173913043478
dex_vol_growth_7d,1,92,-0.24365519734799806,0.0066405295945083705,0.015445419052729116,0.03237412178035165,0.06509187449941956,0.006984291996302794,0.012892431816624694,0.04542418093667233,0.12819046150836022,0.5978260869565217,0.5869565217391305,0.6521739130434783,0.6413043478260869
dex_vol_growth_7d,2,92,-0.017344106746136158,0.005706280533959468,0.017375456236004446,0.03490238922189693,0.04173064035655049,0.0035942409565014044,0.013644324467604885,0.05220518158490006,0.06576951904483641,0.5434782608695652,0.6195652173913043,0.6304347826086957,0.6086956521739131
dex_vol_growth_7d,3,92,0.2047082875041793,0.0010717468453309033,0.005548547188179302,0.016566112432270314,0.022305677234557186,0.0012894399024278025,0.0028358047564439604,0.004686210604757601,0.06384197045879592,0.5217391304347826,0.532608695652174,0.532608695652174,0.532608695652174
dex_vol_growth_7d,4,92,0.60708424084806,0.0073989778929541405,0.021479273549570167,0.040328271892206294,0.06890609781781273,0.006952831255608638,0.021618560728340452,0.05225527298369537,0.08700334582242841,0.6086956521739131,0.717391304347826,0.6739130434782609,0.6304347826086957
total_vol_growth_7d,0,92,-0.3670904922956082,0.004319004861583467,0.010819729349563476,0.020274200036213462,0.054624989549802765,0.002766187728806657,0.016248642712117012,0.04660476286455861,0.12231823912302264,0.5760869565217391,0.5760869565217391,0.6304347826086957,0.6195652173913043
total_vol_growth_7d,1,92,-0.15812400265889712,0.0028542129115172684,0.0105727985651873,0.02780528443701338,0.033086721051856845,0.004046841390821454,0.007234153414800715,0.04332284543593412,0.07778842620209614,0.5434782608695652,0.6086956521739131,0.6413043478260869,0.5760869565217391
total_vol_growth_7d,2,92,0.0025318579393407213,0.00594612505938942,0.017063491315862687,0.03971263680641624,0.045570817781412275,0.004934222415228118,0.015849331436423975,0.05498390779755424,0.06576951904483641,0.5978260869565217,0.6086956521739131,0.6304347826086957,0.6086956521739131
total_vol_growth_7d,3,92,0.14628999925177447,0.005598851330533094,0.013838017600505953,0.018407198332446646,0.04322772593971898,0.005168340168802077,0.010761146145907396,0.038938068082633226,0.05087705003362741,0.5760869565217391,0.6195652173913043,0.5652173913043478,0.532608695652174
total_vol_growth_7d,4,92,0.41201731835665706,0.004420716334359945,0.013714707176027853,0.033894762361430665,0.05732295932499206,0.0036041858736646226,0.01798443231818203,0.03521512617929401,0.09123436494099568,0.532608695652174,0.6195652173913043,0.6304347826086957,0.6413043478260869
dex_share_z,0,96,-1.0300743367706613,0.002503151489788419,0.010791992167119438,0.026349888826730453,0.04832783834162844,-0.0025698465943998494,0.013232413271898835,0.056177327052834514,0.09951129214566934,0.4375,0.625,0.6458333333333334,0.6041666666666666
dex_share_z,1,96,-0.4931956696229962,0.005412921275084244,0.014221192351882924,0.02905356477380282,0.05497915089519582,0.005156463983209236,0.012031951124750528,0.04542418093667233,0.10270560592309685,0.625,0.6041666666666666,0.6666666666666666,0.6354166666666666
dex_share_z,2,96,-0.17704608834264227,0.005865791040444719,0.01364235938539624,0.02526141672562378,0.04351156086429477,0.008921700961762813,0.016902598141130487,0.04387777809902371,0.07946507191084273,0.6458333333333334,0.6041666666666666,0.6041666666666666,0.59375
dex_share_z,3,96,0.24737484493128029,0.004252710943756612,0.009777080617463614,0.019078459564268343,0.03216805882371304,0.0021267247940129907,0.009733757235271923,0.01147421017769834,0.030155172084205706,0.5416666666666666,0.59375,0.5520833333333334,0.5208333333333334
dex_share_z,4,96,1.6758887260408895,0.006624463063276788,0.022929469691776536,0.05035603640930986,0.089949561802308,0.00561081130949681,0.03231328083131613,0.07478060488636706,0.13779639142009137,0.625,0.6875,0.7083333333333334,0.7083333333333334
dex_share_change_7d,0,98,-0.016886630565537353,0.003620930890743608,0.014333350728051458,0.030588934906644473,0.05194720387812595,0.0009586379062869188,0.01439105300342447,0.05749071867513467,0.07982729254008769,0.5102040816326531,0.6326530612244898,0.6428571428571429,0.6224489795918368
dex_share_change_7d,1,98,-0.004078875641823725,0.005256776246534274,0.016323663338998685,0.03730290942057715,0.06625807117814021,0.0016197026212455556,0.016436029656709317,0.05339035964048677,0.10109725878524778,0.5306122448979592,0.6326530612244898,0.673469387755102,0.6632653061224489
dex_share_change_7d,2,98,9.092638944448709e-05,0.0044323917813722255,0.011189484372726214,0.014099090237615708,0.029064862671618563,0.00526859332253149,0.007960316649403665,0.018443533765572617,0.03905888983154093,0.6020408163265306,0.5918367346938775,0.5510204081632653,0.5102040816326531
dex_share_change_7d,3,98,0.004263943664282459,0.008549667096332984,0.018028062173797862,0.03860128037644785,0.07823109948809992,0.009623685911213431,0.017752306143773988,0.046907901805758656,0.13295199986133022,0.6530612244897959,0.6530612244897959,0.7040816326530612,0.6632653061224489
dex_share_change_7d,4,98,0.016833530645287382,0.002373389312225309,0.011607295382922163,0.03366516913658715,0.05759461150365126,0.004061705978640973,0.011327603036349387,0.053697875897540936,0.09128610405198423,0.5714285714285714,0.6020408163265306,0.6428571428571429,0.6428571428571429
cex_dex_ratio_z,0,96,-1.5080810618131328,0.005100782960022546,0.019376802381285026,0.04213455209938649,0.06915681194554091,0.004572419976551778,0.023079850311732875,0.06387529058521746,0.11526923837784087,0.6041666666666666,0.65625,0.65625,0.65625
cex_dex_ratio_z,1,96,-0.4911077057202746,0.005116386937296299,0.014037136644254057,0.02805478354384947,0.05320013578264097,0.004616734833435832,0.013906225119168614,0.0368291755348884,0.07259144906662218,0.5520833333333334,0.6458333333333334,0.6145833333333334,0.5833333333333334
cex_dex_ratio_z,2,96,0.012615121147430214,0.005835670717750117,0.010729307651742506,0.022686041184237723,0.04426188855150583,0.009783089439057702,0.011534862457413864,0.04060004532965611,0.0812948214799527,0.65625,0.5520833333333334,0.59375,0.59375
cex_dex_ratio_z,3,96,0.5086779227142376,0.004130924030796373,0.014728388593986598,0.026362776713012386,0.05596064065161374,0.0025455723660388063,0.01622445553721863,0.04845929152579853,0.11065338868701657,0.5520833333333334,0.625,0.6770833333333334,0.625
cex_dex_ratio_z,4,96,1.3367529354919059,0.004475273166485448,0.012490458942370561,0.030861212759249208,0.0463566937958386,0.0014883004022261392,0.013075860750371926,0.056177327052834514,0.0715272652550869,0.5104166666666666,0.6354166666666666,0.6354166666666666,0.6041666666666666
volume_growth_divergence_7d,0,92,-0.4779027330633012,0.004328725496429097,0.008647531699156314,0.022989375426425044,0.034906876635876924,0.003272020457251279,0.009644704249433422,0.040527846824491065,0.08280620319928278,0.5434782608695652,0.5652173913043478,0.6086956521739131,0.5652173913043478
volume_growth_divergence_7d,1,92,-0.17707069698385816,0.001764739041448256,0.008036458112424759,0.01793856651106174,0.03577596330310064,0.001581885116774595,0.0054673893375968285,0.032475139155720756,0.06721952843149392,0.5543478260869565,0.532608695652174,0.532608695652174,0.5543478260869565
volume_growth_divergence_7d,2,92,-0.008997444350549232,0.005487139624843624,0.014380571324705266,0.02778863657967506,0.046288275906313854,0.0018897391368025707,0.009197495385904308,0.04262459461486767,0.0715272652550869,0.5217391304347826,0.6195652173913043,0.6086956521739131,0.6086956521739131
