date,token_symbol,dex_volume_usd,dex_buy_volume_usd,dex_sell_volume_usd,dex_net_buy_volume_usd,dex_net_buy_ratio,active_pool_count,top_pool_volume_usd,top_pool_volume_share,dex_pool_herfindahl,dex_pool_diversification,dex_pool_tvl_usd,top_pool_tvl_share,dex_volume_to_tvl,dex_direction_data_status
2026-02-26,AAVE,4782008.864534445,,,,,5,2791702.389304622,0.5837928093377572,0.468508924206561,0.531491075793439,20760279.0484,0.6265870912030221,0.2303441516072972,unavailable_without_swap_level_data
2026-02-27,AAVE,3033336.6536495783,,,,,5,1779177.3821067333,0.5865413520672373,0.4596454283078037,0.5403545716921963,20760279.0484,0.6265870912030221,0.14611251836151784,unavailable_without_swap_level_data
2026-02-28,AAVE,1483837.3746887406,,,,,4,965137.3101788632,0.6504333471053839,0.5064865911675804,0.49351340883241956,20387705.8068,0.6380375989711086,0.07278098814795679,unavailable_without_swap_level_data
2026-03-01,AAVE,2489848.123851681,,,,,5,1693112.4638107282,0.6800063215066953,0.5255800473958985,0.4744199526041015,20760279.0484,0.6265870912030221,0.11993326862547998,unavailable_without_swap_level_data
2026-03-02,AAVE,4979426.561201086,,,,,5,3519431.6151920566,0.7067945619712354,0.5511495328701324,0.44885046712986765,20760279.0484,0.6265870912030221,0.23985354674627324,unavailable_without_swap_level_data
2026-03-03,AAVE,3943638.0576836863,,,,,5,2721512.0045721056,0.6901018716130856,0.5403230943519642,0.45967690564803576,20760279.0484,0.6265870912030221,0.1899607441927725,unavailable_without_swap_level_data
2026-03-04,AAVE,3203797.674326948,,,,,5,2021034.4944158755,0.6308246337186237,0.47862993206511645,0.5213700679348836,20760279.0484,0.6265870912030221,0.15432343981782198,unavailable_without_swap_level_data
2026-03-05,AAVE,2525048.210383583,,,,,5,1558495.269587468,0.6172140647368928,0.46432933438188934,0.5356706656181107,20760279.0484,0.6265870912030221,0.12162881840348813,unavailable_without_swap_level_data
2026-03-06,AAVE,1083928.2669827766,,,,,5,767124.1842216031,0.707725970056091,0.5590211630614006,0.4409788369385994,20760279.0484,0.6265870912030221,0.05221164245700807,unavailable_without_swap_level_data
2026-03-07,AAVE,333910.67879149155,,,,,4,243461.28768457077,0.7291209989621166,0.5763341647696355,0.4236658352303645,20387705.8068,0.6380375989711086,0.016378040862259295,unavailable_without_swap_level_data
2026-03-08,AAVE,2134603.8373469077,,,,,5,1344927.4367913965,0.6300595048414241,0.46472286774488675,0.5352771322551133,20760279.0484,0.6265870912030221,0.10282153878424974,unavailable_without_swap_level_data
2026-03-09,AAVE,1170592.1928494517,,,,,5,686241.2165841929,0.5862342332163918,0.4386109059646198,0.5613890940353802,20760279.0484,0.6265870912030221,0.05638614924781898,unavailable_without_swap_level_data
2026-03-10,AAVE,1351634.081021672,,,,,5,923871.6785947044,0.6835220357098196,0.5308492587405879,0.46915074125941214,20760279.0484,0.6265870912030221,0.06510673955154965,unavailable_without_swap_level_data
2026-03-11,AAVE,860935.0784987635,,,,,5,587548.9039104382,0.6824543668669691,0.5228416641897182,0.4771583358102818,20760279.0484,0.6265870912030221,0.04147030377056113,unavailable_without_swap_level_data
2026-03-12,AAVE,1082780.6769870878,,,,,5,689066.2048956585,0.6363857607923268,0.48301789322626115,0.5169821067737388,20760279.0484,0.6265870912030221,0.05215636429851062,unavailable_without_swap_level_data
2026-03-13,AAVE,1179252.5937152675,,,,,4,791922.0428875828,0.6715457291407015,0.5046670021537245,0.4953329978462755,20387705.8068,0.6380375989711086,0.05784135816409251,unavailable_without_swap_level_data
2026-03-14,AAVE,257819.70550099516,,,,,4,174152.33292139694,0.6754810792409532,0.5211615129742894,0.47883848702571064,20387705.8068,0.6380375989711086,0.012645841957117284,unavailable_without_swap_level_data
2026-03-15,AAVE,981298.6715440048,,,,,5,629481.598877101,0.6414780913609672,0.49421556955481954,0.5057844304451804,20760279.0484,0.6265870912030221,0.047268086775530786,unavailable_without_swap_level_data
2026-03-16,AAVE,1746916.2624842634,,,,,5,1097330.702589156,0.6281530066178779,0.4752370033933149,0.5247629966066851,20760279.0484,0.6265870912030221,0.08414705112641051,unavailable_without_swap_level_data
2026-03-17,AAVE,1299511.3051389337,,,,,4,778618.9608399165,0.5991628989766061,0.4543149881380327,0.5456850118619673,20387705.8068,0.6380375989711086,0.06373994786139704,unavailable_without_swap_level_data
2026-03-18,AAVE,846590.9441851716,,,,,5,523237.0195229513,0.6180517558294429,0.4659661599819854,0.5340338400180147,20760279.0484,0.6265870912030221,0.040779362464803605,unavailable_without_swap_level_data
2026-03-19,AAVE,932881.701087045,,,,,4,630197.5798682035,0.6755385802228328,0.5185425671632831,0.48145743283671694,20387705.8068,0.6380375989711086,0.04575707094889985,unavailable_without_swap_level_data
2026-03-20,AAVE,658078.7827181027,,,,,5,404695.8860357294,0.6149657102819657,0.4737771083121837,0.5262228916878162,20760279.0484,0.6265870912030221,0.031698937243756414,unavailable_without_swap_level_data
2026-03-21,AAVE,150345.4185718952,,,,,5,86075.87469384502,0.5725207692490046,0.4428547576849288,0.5571452423150711,20760279.0484,0.6265870912030221,0.007241974841541562,unavailable_without_swap_level_data
